ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice ,20th Choice
000601-00-1869,C15,C14,C16,C18,C02,C06,C17,C04,,,,,,,,,,,,
000601-00-1872,C13,C01,C02,C04,C16,C19,C03,C14,,,,,,,,,,,,
000601-00-1875,C13,C16,C02,C04,C19,C15,C10,C05,,,,,,,,,,,,
000601-00-1878,C09,C06,C12,C20,,,,,,,,,,,,,,,,
000601-00-1882,C04,C01,C16,C17,C19,C02,C20,C10,C11,C09,C08,C07,C14,C03,C05,C18,C13,C12,C15,C06
000601-00-1884,C14,C04,C13,,,,,,,,,,,,,,,,,
000601-00-1886,C09,C18,C06,C15,C12,C10,C20,,,,,,,,,,,,,
000601-00-1889,C03,C15,C02,C04,C06,,,,,,,,,,,,,,,
000601-00-1893,C01,C17,C19,C02,C16,,,,,,,,,,,,,,,
000601-00-1895,C16,C02,C13,C04,C03,C19,C01,,,,,,,,,,,,,
000601-00-1898,C02,C14,C16,C10,C03,,,,,,,,,,,,,,,
000601-00-1901,C15,C16,C17,C03,C02,C01,C20,C05,C06,C18,C19,C04,C14,C13,C12,C11,C10,C09,C08,C07
000601-00-1905,C20,C04,C08,C09,C15,C19,C01,,,,,,,,,,,,,
000601-00-1909,C14,C09,C13,C02,C04,,,,,,,,,,,,,,,
000601-00-1912,C03,C13,C16,C04,,,,,,,,,,,,,,,,
000601-00-1914,C20,C19,C15,,,,,,,,,,,,,,,,,
000601-00-1917,C18,C12,C06,C20,C13,,,,,,,,,,,,,,,
000601-00-1920,C18,C08,,,,,,,,,,,,,,,,,,
000601-00-1923,C17,C15,C20,C09,C04,,,,,,,,,,,,,,,
000601-00-1927,C02,C16,C04,C14,,,,,,,,,,,,,,,,
000601-00-1930,C18,C06,C20,C13,C14,,,,,,,,,,,,,,,
000601-00-1933,C14,C10,C17,C19,C01,C03,C05,C07,C08,C09,C11,C12,C13,C15,C18,C20,C02,C04,C06,
000601-00-1935,C10,C05,,,,,,,,,,,,,,,,,,
000601-00-1937,C10,,,,,,,,,,,,,,,,,,,
000601-00-1940,C17,C02,C11,C13,C16,C19,,,,,,,,,,,,,,
000601-00-1943,C16,C15,C05,C04,C20,C10,C11,C14,C08,C03,C18,C19,C06,C07,C17,C01,C13,C02,C09,C12
000601-00-1947,C20,,,,,,,,,,,,,,,,,,,
000601-00-1950,C20,C18,C02,C04,C13,C12,C16,,,,,,,,,,,,,
000601-00-1953,C04,C02,C10,C16,,,,,,,,,,,,,,,,
000601-00-1956,C02,C13,C14,C16,C01,C04,,,,,,,,,,,,,,
000601-00-1959,C20,C12,C15,C04,,,,,,,,,,,,,,,,
000601-00-1962,C03,,,,,,,,,,,,,,,,,,,
000601-00-1966,C13,C12,C02,C04,C01,C20,C15,C19,,,,,,,,,,,,
000601-00-1968,C17,C10,C02,C04,,,,,,,,,,,,,,,,
000601-00-1972,C14,C04,C15,C10,,,,,,,,,,,,,,,,
000601-00-1976,C03,,,,,,,,,,,,,,,,,,,
000601-00-1978,C13,C02,C11,C01,C10,,,,,,,,,,,,,,,
000601-00-1982,,,,,,,,,,,,,,,,,,,,
000601-00-1985,C13,C14,C04,C02,C16,C09,,,,,,,,,,,,,,
000601-00-1986,C02,C06,C14,,,,,,,,,,,,,,,,,
000601-00-1990,C06,C10,C20,,,,,,,,,,,,,,,,,
000601-00-1992,C12,C06,C18,C20,,,,,,,,,,,,,,,,
000601-00-1995,overvote,C16,C18,C20,C05,C14,C13,C12,C11,C10,C08,C06,C07,,,,,,,
000601-00-2000,C20,C06,C15,,,,,,,,,,,,,,,,,
000601-00-2001,overvote,C15,,,,,,,,,,,,,,,,,,
000601-00-2004,C02,C09,C13,C17,C03,C14,C19,C04,,,,,,,,,,,,
000601-00-2009,C13,C02,C04,C19,C16,C15,C12,C10,C03,C01,C14,C18,C06,C20,,,,,,
000601-00-2012,C13,C02,C04,C19,C16,C15,C12,C10,C03,C06,C18,C20,,,,,,,,
000601-00-2015,C14,C15,C18,C11,,,,,,,,,,,,,,,,
000601-00-2017,C20,C06,,,,,,,,,,,,,,,,,,
000601-00-2020,C14,C04,C09,C02,C13,,,,,,,,,,,,,,,
000601-00-2024,C18,C20,C15,,,,,,,,,,,,,,,,,
000601-00-2026,C09,C20,C14,C06,,,,,,,,,,,,,,,,
000601-00-2029,C04,C02,C15,C06,,,,,,,,,,,,,,,,
000601-00-2033,C17,C11,C15,C02,C16,C04,C19,C03,,,,,,,,,,,,
000601-00-2036,C14,C06,C04,C20,C11,C03,,,,,,,,,,,,,,
000601-00-2038,C14,C10,C05,,,,,,,,,,,,,,,,,
000601-00-2040,C14,C02,C04,C16,,,,,,,,,,,,,,,,
000601-00-2043,C02,C04,C17,C18,C10,C05,C13,C12,C19,C20,,,,,,,,,,
000601-00-2047,C17,C16,C15,C09,C11,,,,,,,,,,,,,,,
000601-00-2050,C14,C13,C03,C09,C16,C10,C04,,,,,,,,,,,,,
000601-00-2054,C14,C13,C16,C15,C12,C04,,,,,,,,,,,,,,
000601-00-2057,C03,C01,C09,C16,C02,C13,C11,C06,C17,,,,,,,,,,,
000601-00-2059,C14,C15,C06,C02,C20,C12,,,,,,,,,,,,,,
000601-00-2062,C09,C01,C04,,,,,,,,,,,,,,,,,
000601-00-2066,C03,C10,C17,C16,C14,C09,C13,C15,C02,,,,,,,,,,,
000601-00-2069,C06,C15,C16,C18,,,,,,,,,,,,,,,,
000601-00-2072,C02,C16,C03,C19,C01,C13,C10,,,,,,,,,,,,,
000601-00-2075,C06,C20,C19,,,,,,,,,,,,,,,,,
000601-00-2078,C02,C04,C05,C12,C15,C16,C18,,,,,,,,,,,,,
000601-00-2081,C20,C18,C16,C12,C13,C04,C06,C15,,,,,,,,,,,,
000601-00-2086,C06,C12,overvote,C15,C16,C18,C20,overvote,C04,,,,,,,,,,,
000601-00-2089,C14,C18,C06,C20,,,,,,,,,,,,,,,,
000601-00-2090,C14,C13,C12,,,,,,,,,,,,,,,,,
000601-00-2094,C14,C09,C13,C02,C16,C04,C03,C10,C01,C17,C08,C07,C05,C19,C11,C15,C18,C06,C20,C12
000601-00-2096,C04,C03,C16,C15,C05,C20,C13,C14,C12,C11,C18,C19,C17,C01,C02,C07,C06,C08,C09,C10
000601-00-2100,C06,C03,C20,C04,C10,C12,C15,,,,,,,,,,,,,
000601-00-2102,C14,C15,C06,C04,C18,C16,,,,,,,,,,,,,,
000601-00-2107,C12,C13,,,,,,,,,,,,,,,,,,
000601-00-2108,C02,C17,C14,C01,C13,C09,C15,C16,,,,,,,,,,,,
000601-00-2113,C04,C02,C20,C14,C03,C01,C13,C15,C16,C17,C18,C07,C08,C10,C19,C11,C12,C05,C06,C09
000601-00-2116,C02,C14,C19,C16,C04,,,,,,,,,,,,,,,
000601-00-2119,C02,C16,C04,C13,C15,C19,C10,C07,C08,C03,C06,C18,C20,C09,C05,,,,,
000601-00-2122,C14,C04,C02,C01,C12,C16,,,,,,,,,,,,,,
000601-00-2123,C14,C01,C04,C02,C17,,,,,,,,,,,,,,,
000601-00-2127,C03,C14,C15,,,,,,,,,,,,,,,,,
000601-00-2131,C03,C01,C04,,,,,,,,,,,,,,,,,
000601-00-2132,C03,C20,C17,C07,C08,C02,C18,C12,,,,,,,,,,,,
000601-00-2135,C12,C18,C06,C14,,,,,,,,,,,,,,,,
000601-00-2139,C17,,,,,,,,,,,,,,,,,,,
000601-00-2142,C06,C12,C18,C20,,,,,,,,,,,,,,,,
000601-00-2144,C15,C16,,,,,,,,,,,,,,,,,,
000601-00-2149,C15,C06,C04,C10,,,,,,,,,,,,,,,,
000601-00-2151,C17,C01,C02,C14,C13,C08,C15,,,,,,,,,,,,,
000601-00-2154,C03,C10,C11,C20,C08,C09,C07,C05,C06,C14,C16,C18,C19,C01,C02,C12,C13,C04,C15,C17
000601-00-2158,C14,C17,C16,C01,C02,C10,C05,,,,,,,,,,,,,
000601-00-2160,C14,C09,C02,,,,,,,,,,,,,,,,,
000601-00-2164,C20,C06,,,,,,,,,,,,,,,,,,
000601-00-2168,C02,C13,C04,,,,,,,,,,,,,,,,,
000601-00-2170,C09,C16,C04,,,,,,,,,,,,,,,,,
000601-00-2172,C12,C18,C06,C20,,,,,,,,,,,,,,,,
000601-00-2175,C20,C18,C06,C04,,,,,,,,,,,,,,,,
000601-00-2178,C14,C10,C01,C04,C09,,,,,,,,,,,,,,,
000601-00-2182,C04,C02,C20,C18,C13,C12,C06,,,,,,,,,,,,,
000601-00-2185,C20,C06,C18,,,,,,,,,,,,,,,,,
000601-00-2188,C04,C02,C16,C14,C06,C20,C13,C10,C09,,,,,,,,,,,
000601-00-2190,C14,C17,C04,,,,,,,,,,,,,,,,,
000601-00-2193,C14,C01,C13,C02,C04,C16,C03,C10,C19,C15,C09,C17,,,,,,,,
000601-00-2196,C16,C15,C13,,,,,,,,,,,,,,,,,
000601-00-2201,C06,C02,C04,C12,C15,C16,C18,C20,,,,,,,,,,,,
000601-00-2203,C04,C16,C06,C14,C17,C12,C02,C09,C20,C19,C13,C03,,,,,,,,
000601-00-2206,C16,C13,C05,C02,C03,,,,,,,,,,,,,,,
000601-00-2209,C20,C18,C12,C15,C16,C06,C02,,,,,,,,,,,,,
000601-00-2212,C15,C16,C17,,,,,,,,,,,,,,,,,
000601-00-2215,C11,C06,overvote,overvote,overvote,C12,C15,,,,,,,,,,,,,
000601-00-2217,C01,C13,C02,C14,C04,C16,C03,C10,C17,C15,C19,C09,,,,,,,,
000601-00-2222,C02,C04,C15,C13,,,,,,,,,,,,,,,,
000601-00-2224,C04,C01,C19,C17,C16,C02,C15,C14,C13,,,,,,,,,,,
000601-00-2227,C15,C02,C07,C10,C01,,,,,,,,,,,,,,,
000601-00-2230,C03,C16,C19,C13,C15,C17,C12,C10,C18,C02,C06,C05,,,,,,,,
000601-00-2234,C03,C02,C04,,,,,,,,,,,,,,,,,
000602-00-0002,C10,C14,WI0,,,,,,,,,,,,,,,,,
000602-00-0003,C06,C12,C20,C10,,,,,,,,,,,,,,,,
000602-00-0003,C17,C03,C11,C19,C14,C13,WI0,WI0,C09,,,,,,,,,,,
000602-00-0004,C13,WI0,WI0,C16,C18,C01,C03,C07,C08,C09,C11,C10,C14,C17,C19,C20,C15,C06,C04,C02
000602-00-0004,,,,,,,,,,,,,,,,,,,,
000602-00-0005,C10,C05,C12,WI0,C08,,,,,,,,,,,,,,,
000602-00-0006,C04,C17,C19,C16,,,,,,,,,,,,,,,,
000602-00-0007,C14,C07,C02,C16,C04,C13,C09,C03,WI0,WI0,C08,C10,C11,C17,C19,C05,C12,C20,C15,C18
000602-00-0008,C06,C10,WI0,,,,,,,,,,,,,,,,,
000602-00-0009,C02,,,,,,,,,,,,,,,,,,,
000602-00-0009,C16,WI0,,,,,,,,,,,,,,,,,,
000602-00-0010,C13,C01,C02,C04,C16,,,,,,,,,,,,,,,
000602-00-0013,C14,C13,C16,C04,C02,C15,C06,,,,,,,,,,,,,
000602-00-0016,C12,C18,C20,C06,C03,C05,C13,C07,,,,,,,,,,,,
000602-00-0019,C16,C19,C06,C15,,,,,,,,,,,,,,,,
000602-00-0023,C20,,,,,,,,,,,,,,,,,,,
000602-00-0026,C15,C16,C20,C06,,,,,,,,,,,,,,,,
000602-00-0029,C16,C19,C15,C06,C08,C04,C07,,,,,,,,,,,,,
000602-00-0032,C15,C16,C20,C06,,,,,,,,,,,,,,,,
000602-00-0035,C18,C04,,,,,,,,,,,,,,,,,,
000602-00-0037,C01,C02,C03,C10,C13,C16,C19,C09,C14,,,,,,,,,,,
000602-00-0041,C10,C02,C13,C16,C01,,,,,,,,,,,,,,,
000602-00-0045,C06,C18,C12,C20,C02,C14,,,,,,,,,,,,,,
000602-00-0048,C03,C04,C19,,,,,,,,,,,,,,,,,
000602-00-0051,,,,,,,,,,,,,,,,,,,,
000602-00-0055,C01,C04,C02,C10,C17,C14,C15,C09,C05,,,,,,,,,,,
000602-00-0057,C06,C10,C20,C18,C12,C03,,,,,,,,,,,,,,
000602-00-0061,C09,C14,C18,C19,C13,C10,C08,C04,C01,C17,C03,C05,C07,C11,,,,,,
000602-00-0064,C14,C13,C10,C16,C02,C04,C12,C06,C18,,,,,,,,,,,
000602-00-0068,C14,C12,C04,C18,C15,C06,,,,,,,,,,,,,,
000602-00-0070,C04,,,,,,,,,,,,,,,,,,,
000602-00-0074,C04,C02,C15,,,,,,,,,,,,,,,,,
000602-00-0075,C12,C13,C14,C15,C16,C17,C18,C19,C20,C01,C02,C03,C04,C05,C06,C07,C08,C09,,
000602-00-0079,C04,C02,,,,,,,,,,,,,,,,,,
000602-00-0081,C10,C07,C03,C05,C14,C11,C08,C09,,,,,,,,,,,,
000602-00-0084,C13,,,,,,,,,,,,,,,,,,,
000602-00-0089,C02,C06,,,,,,,,,,,,,,,,,,
000602-00-0092,,,,,,,,,,,,,,,,,,,,
000602-00-0093,C14,C01,C16,C10,C19,C02,C04,C03,C15,C13,,,,,,,,,,
000602-00-0095,,,,,,,,,,,,,,,,,,,,
000602-00-0097,C06,C12,C18,C20,,,,,,,,,,,,,,,,
000602-00-0102,C03,C02,C20,C04,,,,,,,,,,,,,,,,
000602-00-0106,C02,C09,C14,C16,C01,C11,C12,C15,C04,,,,,,,,,,,
000602-00-0110,C16,C14,C02,C13,C10,C04,C15,C19,,,,,,,,,,,,
000602-00-0113,C14,C02,C06,C07,C16,C04,C09,,,,,,,,,,,,,
000602-00-0115,C02,C13,C10,C16,C06,,,,,,,,,,,,,,,
000602-00-0118,C03,C02,C13,,,,,,,,,,,,,,,,,
000602-00-0121,C17,C13,C02,,,,,,,,,,,,,,,,,
000602-00-0123,C06,C12,C13,C15,C16,C17,C20,C02,C04,,,,,,,,,,,
000602-00-0126,C02,C01,C03,C13,C16,C14,C06,,,,,,,,,,,,,
000602-00-0131,C12,C02,C04,C14,C11,C06,C13,C09,C07,,,,,,,,,,,
000602-00-0133,C13,C02,C01,C10,C03,,,,,,,,,,,,,,,
000602-00-0136,C13,C02,C01,C10,C03,,,,,,,,,,,,,,,
000602-00-0139,C04,C15,C12,C11,C09,,,,,,,,,,,,,,,
000602-00-0141,C20,C13,,,,,,,,,,,,,,,,,,
000602-00-0145,C20,C18,C06,C15,C16,,,,,,,,,,,,,,,
000602-00-0149,C02,C16,C09,C04,C12,C13,C01,,,,,,,,,,,,,
000602-00-0151,C18,C06,C15,C12,C01,,,,,,,,,,,,,,,
000602-00-0154,C16,C02,C04,C13,,,,,,,,,,,,,,,,
000602-00-0158,C09,C12,C04,C13,C02,C16,C01,C03,C19,,,,,,,,,,,
000602-00-0161,C18,C06,C19,C12,C14,,,,,,,,,,,,,,,
000602-00-0164,,,,,,,,,,,,,,,,,,,,
000602-00-0166,C17,C13,C03,C06,C01,C19,C18,C16,C12,,,,,,,,,,,
000602-00-0168,C02,C15,C18,C04,C12,,,,,,,,,,,,,,,
000602-00-0174,C18,C04,C20,C16,,,,,,,,,,,,,,,,
000602-00-0177,C13,C18,C03,C12,C14,C19,C20,C01,C02,C07,C08,C09,C10,C11,C04,C05,C06,C16,C17,C15
000602-00-0179,C06,C18,C20,C12,C03,C07,C10,,,,,,,,,,,,,
000602-00-0183,C02,,,,,,,,,,,,,,,,,,,
000602-00-0187,C04,C14,C02,C06,,,,,,,,,,,,,,,,
000602-00-0188,C03,C13,C10,C07,C14,C05,C02,C01,C20,C19,C18,C16,C15,C11,C12,C09,C08,C06,C04,C17
000602-00-0191,C01,C16,C02,C04,C14,C12,C15,C05,,,,,,,,,,,,
000602-00-0195,C04,C06,C12,C15,C09,C13,C18,C03,C11,,,,,,,,,,,
000602-00-0198,overvote,,,,,,,,,,,,,,,,,,,
000602-00-0201,C01,C13,C06,,,,,,,,,,,,,,,,,
000602-00-0203,C04,C16,C15,C02,C06,C12,C13,,,,,,,,,,,,,
000602-00-0207,overvote,,,,,,,,,,,,,,,,,,,
000602-00-0209,C17,,,,,,,,,,,,,,,,,,,
000602-00-0214,C18,C06,C12,C20,C04,C15,,,,,,,,,,,,,,
000602-00-0217,overvote,,,,,,,,,,,,,,,,,,,
000602-00-0220,C06,C12,C13,C18,C02,,,,,,,,,,,,,,,
000602-00-0221,overvote,,,,,,,,,,,,,,,,,,,
000602-00-0225,,,,,,,,,,,,,,,,,,,,
000602-00-0228,C14,C17,C11,,,,,,,,,,,,,,,,,
000602-00-0232,C02,C15,C01,C14,C06,,,,,,,,,,,,,,,
000602-00-0233,overvote,,,,,,,,,,,,,,,,,,,
000602-00-0236,C18,C16,C15,C13,C12,C20,C02,C04,C06,C05,C03,C01,C19,C17,C11,C10,C09,C07,C08,C14
000602-00-0240,C14,C02,C18,C15,C16,C20,C12,C06,C13,,,,,,,,,,,
000602-00-0243,C03,C12,C06,,,,,,,,,,,,,,,,,
000602-00-0247,C14,C02,C18,C04,C09,C15,C16,C20,C12,C01,C19,C06,C07,C08,C10,C11,C13,C17,C03,
000602-00-0249,C13,C01,C02,C15,C16,C10,C04,,,,,,,,,,,,,
000602-00-0252,C03,C18,C06,C12,C04,C02,C13,C15,C16,C20,C11,C09,C17,C14,C19,C07,C01,C08,C05,C10
000602-00-0254,C04,C02,C06,C15,C08,,,,,,,,,,,,,,,
000602-00-0258,C03,C10,,,,,,,,,,,,,,,,,,
000602-00-0261,C15,C02,C04,C16,C17,C19,,,,,,,,,,,,,,
000602-00-0263,C09,C14,C13,C06,C05,,,,,,,,,,,,,,,
000602-00-0268,C03,,,,,,,,,,,,,,,,,,,
000602-00-0270,C15,C12,C13,C16,C20,C18,C06,C02,C04,,,,,,,,,,,
000602-00-0272,C03,C02,C17,C16,C01,C19,C13,,,,,,,,,,,,,
000602-00-0276,C02,C16,,,,,,,,,,,,,,,,,,
000602-00-0278,C02,C16,C19,C01,,,,,,,,,,,,,,,,
000602-00-0283,C15,C13,C12,C09,C01,,,,,,,,,,,,,,,
000602-00-0286,C14,C01,,,,,,,,,,,,,,,,,,
000602-00-0288,C14,C01,,,,,,,,,,,,,,,,,,
000602-00-0292,C06,C12,C03,C18,C14,C08,C10,C20,,,,,,,,,,,,
000602-00-0295,C18,,,,,,,,,,,,,,,,,,,
000602-00-0298,C02,C14,C01,C10,C18,C13,C15,C06,C04,,,,,,,,,,,
000602-00-0300,C17,C15,C16,C06,C07,C08,C09,C01,C20,C19,,,,,,,,,,
000602-00-0303,C04,C02,C06,C07,C16,C15,C12,C05,C17,C20,,,,,,,,,,
000602-00-0305,C04,C13,C18,C15,,,,,,,,,,,,,,,,
000602-00-0310,C13,C02,C16,,,,,,,,,,,,,,,,,
000602-00-0312,C06,C18,C13,C02,C11,C12,C14,C15,C16,C17,C19,C20,C01,C03,C04,C05,C07,C08,C09,C10
000602-00-0316,C15,C16,C18,C04,C05,C06,C13,C14,C17,C19,C20,C01,C02,C03,C07,C08,C09,,,
000602-00-0317,C01,C17,C04,C12,C13,C15,C16,C18,C02,C06,C20,C10,C11,C14,C03,C05,C07,C08,C09,C19
000602-00-0320,C03,C13,,,,,,,,,,,,,,,,,,
000602-00-0325,C03,C13,,,,,,,,,,,,,,,,,,
000602-00-0327,C13,C04,C15,C03,C20,C12,,,,,,,,,,,,,,
000602-00-0329,C06,C18,C12,C20,,,,,,,,,,,,,,,,
000602-00-0334,C04,C19,C16,,,,,,,,,,,,,,,,,
000602-00-0336,overvote,,,,,,,,,,,,,,,,,,,
000602-00-0338,C02,C13,,,,,,,,,,,,,,,,,,
000602-00-0341,C12,C18,C14,C06,,,,,,,,,,,,,,,,
000602-00-0345,C02,C06,C03,C13,,,,,,,,,,,,,,,,
000602-00-0349,C16,C14,C02,C10,,,,,,,,,,,,,,,,
000602-00-0351,C06,C18,C12,C20,C01,C10,overvote,,,,,,,,,,,,,
000602-00-0354,C06,C12,C18,C20,,,,,,,,,,,,,,,,
000602-00-0358,C14,C04,C02,C06,C15,,,,,,,,,,,,,,,
000602-00-0360,C14,C02,C18,C04,C16,C20,C15,,,,,,,,,,,,,
000602-00-0363,C13,C04,C15,C18,C02,C06,,,,,,,,,,,,,,
000602-00-0367,C01,C09,C14,C02,,,,,,,,,,,,,,,,
000602-00-0368,C12,,,,,,,,,,,,,,,,,,,
000602-00-0373,C12,C06,,,,,,,,,,,,,,,,,,
000602-00-0375,C12,C06,,,,,,,,,,,,,,,,,,
000602-00-0379,C14,C16,C09,C04,C13,C15,,,,,,,,,,,,,,
000602-00-0382,C02,C13,C14,C15,C16,C10,C04,C01,,,,,,,,,,,,
000602-00-0383,C02,C20,C16,C04,C15,,,,,,,,,,,,,,,
000602-00-0387,C02,C14,C13,C15,C05,,,,,,,,,,,,,,,
000602-00-0391,C15,C02,C01,C13,C12,C16,C04,,,,,,,,,,,,,
000602-00-0393,C18,C20,C13,C06,,,,,,,,,,,,,,,,
000602-00-0395,C02,C04,C01,C19,C16,C12,C09,C15,C10,,,,,,,,,,,
000602-00-0399,C15,,,,,,,,,,,,,,,,,,,
000602-00-0403,C15,C20,C16,C04,C02,C18,,,,,,,,,,,,,,
000602-00-0405,,,,,,,,,,,,,,,,,,,,
000602-00-0407,C16,C14,,,,,,,,,,,,,,,,,,
000602-00-0412,C15,C12,C13,C16,overvote,C20,C19,C02,overvote,C06,,,,,,,,,,
000602-00-0413,C14,C02,C15,,,,,,,,,,,,,,,,,
000602-00-0416,C13,C15,C17,C19,C11,C06,C05,C04,C02,C18,C16,C14,C12,C03,C01,C10,C08,C07,C09,
000602-00-0420,C10,C06,C12,C18,C20,C02,C01,C03,,,,,,,,,,,,
000602-00-0423,C14,C09,C13,C06,C15,C04,,,,,,,,,,,,,,
000602-00-0427,C04,C14,C13,C16,C09,C15,,,,,,,,,,,,,,
000602-00-0429,C02,C16,C13,C04,C06,C09,C18,C15,C20,C12,,,,,,,,,,
000602-00-0432,C03,,,,,,,,,,,,,,,,,,,
000602-00-0436,C13,C17,C02,C15,C06,C01,C04,C11,,,,,,,,,,,,
000602-00-0439,C06,C12,C20,C15,C18,C10,,,,,,,,,,,,,,
000602-00-0441,C18,C06,C13,C19,C12,C20,C14,C11,C10,,,,,,,,,,,
000602-00-0443,C14,C13,C12,C06,C18,C20,,,,,,,,,,,,,,
000602-00-0447,,,,,,,,,,,,,,,,,,,,
000602-00-0448,C18,C20,C16,C12,C13,,,,,,,,,,,,,,,
000602-00-0453,C18,C20,C06,C12,C13,C15,C16,,,,,,,,,,,,,
000602-00-0455,C04,C13,C06,C15,C16,C03,C02,C01,C09,C12,C14,,,,,,,,,
000602-00-0457,C02,C16,C15,C11,C13,C06,C04,C03,C05,C07,C17,C08,C09,C10,C12,C14,C18,C19,C20,C01
000602-00-0461,,,,,,,,,,,,,,,,,,,,
000602-00-0463,C09,C01,C02,C04,C14,C16,C13,C18,C10,,,,,,,,,,,
000602-00-0468,C14,C02,,,,,,,,,,,,,,,,,,
000602-00-0471,C15,C12,C04,C20,C06,C18,,,,,,,,,,,,,,
000602-00-0472,C16,C02,C13,C04,C15,C10,C19,,,,,,,,,,,,,
000602-00-0476,C03,C10,C18,C20,C06,C12,C01,C14,C11,,,,,,,,,,,
000602-00-0478,C02,C04,C13,C18,C06,,,,,,,,,,,,,,,
000602-00-0483,C03,C10,C18,C20,C06,C12,C01,C14,C08,,,,,,,,,,,
000602-00-0485,C13,C01,C02,C16,C10,C03,C04,,,,,,,,,,,,,
000602-00-0489,C13,C01,C02,C06,,,,,,,,,,,,,,,,
000602-00-0490,C15,C04,C16,C19,C10,C01,C18,C13,,,,,,,,,,,,
000602-00-0495,C17,C13,C19,C03,C14,C11,C09,C01,,,,,,,,,,,,
000602-00-0498,C16,C15,C04,,,,,,,,,,,,,,,,,
000602-00-0501,overvote,C06,,,,,,,,,,,,,,,,,,
000602-00-0504,C02,C01,C10,C19,C13,C03,C16,,,,,,,,,,,,,
000602-00-0507,C09,C01,C14,C17,C19,C15,,,,,,,,,,,,,,
000602-00-0509,C15,C16,C04,C02,C01,C12,C13,C17,,,,,,,,,,,,
000602-00-0511,C14,C02,,,,,,,,,,,,,,,,,,
000602-00-0514,C02,C16,C04,C15,,,,,,,,,,,,,,,,
000602-00-0518,C01,C16,C14,C13,C03,C09,,,,,,,,,,,,,,
000602-00-0522,C03,C13,C11,C18,C14,C06,,,,,,,,,,,,,,
000602-00-0523,C13,,,,,,,,,,,,,,,,,,,
000602-00-0527,C16,C17,C02,,,,,,,,,,,,,,,,,
000602-00-0531,C14,C09,C20,C02,C04,C06,C13,C01,,,,,,,,,,,,
000602-00-0533,C09,C13,C18,C20,C02,C16,,,,,,,,,,,,,,
000602-00-0537,,,,,,,,,,,,,,,,,,,,
000602-00-0540,C03,,,,,,,,,,,,,,,,,,,
000602-00-0543,overvote,,,,,,,,,,,,,,,,,,,
000602-00-0545,C14,C02,,,,,,,,,,,,,,,,,,
000602-00-0550,C02,C16,C13,C19,C10,C01,,,,,,,,,,,,,,
000602-00-0553,C06,C18,C12,C20,,,,,,,,,,,,,,,,
000602-00-0556,C06,C12,C18,C20,C09,,,,,,,,,,,,,,,
000602-00-0560,C14,C16,C02,C10,C01,C19,C03,,,,,,,,,,,,,
000602-00-0564,C18,,,,,,,,,,,,,,,,,,,
000602-00-0566,C14,C03,C01,,,,,,,,,,,,,,,,,
000602-00-0570,C18,C12,C16,C20,C15,C13,C06,C04,C02,C19,C05,,,,,,,,,
000602-00-0573,C06,C12,C13,C18,C10,C02,C14,C01,C15,C16,C05,C07,C08,C09,C19,C17,C20,C03,C04,C11
000602-00-0575,C18,C01,C20,C16,C15,C13,C12,C04,C06,,,,,,,,,,,
000602-00-0579,C13,C04,C02,C16,,,,,,,,,,,,,,,,
000602-00-0580,C14,C02,,,,,,,,,,,,,,,,,,
000602-00-0585,C06,C18,C12,C20,C10,C15,,,,,,,,,,,,,,
000602-00-0587,C04,C13,C15,C02,C16,,,,,,,,,,,,,,,
000602-00-0590,C03,C13,C19,C09,C12,C14,,,,,,,,,,,,,,
000602-00-0592,,,,,,,,,,,,,,,,,,,,
000602-00-0597,C13,C01,C02,C03,C10,C16,C15,,,,,,,,,,,,,
000602-00-0599,C06,C18,overvote,overvote,C11,C14,C17,C05,C03,C08,overvote,C15,C04,C10,C09,C02,C20,,,
000602-00-0603,overvote,,,,,,,,,,,,,,,,,,,
000602-00-0605,C18,C06,C13,C20,C05,,,,,,,,,,,,,,,
000602-00-0608,C18,C06,C16,C15,C14,,,,,,,,,,,,,,,
000602-00-0612,C09,C11,C02,C13,C16,C19,C01,overvote,,,,,,,,,,,,
000602-00-0615,C15,C13,C02,C04,C10,C19,C12,C20,C16,,,,,,,,,,,
000602-00-0618,C18,C12,C06,C20,,,,,,,,,,,,,,,,
000602-00-0621,C18,C12,C06,C20,,,,,,,,,,,,,,,,
000602-00-0622,C18,C12,C20,,,,,,,,,,,,,,,,,
000602-00-0625,C04,C14,C15,C06,C20,,,,,,,,,,,,,,,
000602-00-0628,C13,C02,C04,C16,C01,C15,C14,C03,C09,C20,C06,C10,C19,,,,,,,
000602-00-0631,C04,C12,C02,,,,,,,,,,,,,,,,,
000602-00-0636,C04,C12,C02,,,,,,,,,,,,,,,,,
000602-00-0638,C13,C17,C15,C02,C16,C10,C19,,,,,,,,,,,,,
000602-00-0641,C14,C08,C04,C09,C02,,,,,,,,,,,,,,,
000602-00-0645,C15,,,,,,,,,,,,,,,,,,,
000602-00-0647,C09,C01,C14,,,,,,,,,,,,,,,,,
000602-00-0649,C03,,,,,,,,,,,,,,,,,,,
000602-00-0653,C18,,,,,,,,,,,,,,,,,,,
000602-00-0657,C04,C14,C03,C16,C15,C13,C18,C19,,,,,,,,,,,,
