ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice
001002-00-1083,C09,C02,C01,C11,C12,C13,C16,C04,,,,,,,,
001002-00-1092,C09,C01,C02,C12,C13,C06,C14,,,,,,,,,
001002-00-1097,C09,C12,C02,C01,C11,C05,C13,C16,C04,,,,,,,
001002-00-1104,C09,C15,C06,C02,,,,,,,,,,,,
001002-00-1132,C09,C02,C12,C06,C15,,,,,,,,,,,
001002-00-1135,C09,C02,C12,C11,C16,C15,,,,,,,,,,
001002-00-1138,C09,,,,,,,,,,,,,,,
001002-00-1160,C09,C02,,,,,,,,,,,,,,
001002-00-1183,C09,C02,C07,C12,C16,C10,C04,C14,C08,C15,C06,C05,C13,,,
001002-00-1195,C09,C01,C10,C15,C02,C13,,,,,,,,,,
001002-00-1197,C09,C11,C01,C15,C13,,,,,,,,,,,
001002-00-1201,C09,C01,C02,C05,C03,C15,C06,C13,C14,C04,C10,C12,C08,C11,C07,C16
001002-00-1208,C09,C12,C01,C02,C06,,,,,,,,,,,
001002-00-1214,C09,C01,C12,C02,C06,C11,,,,,,,,,,
001002-00-1216,C09,C01,C13,C03,C15,C12,,,,,,,,,,
001002-00-1219,C09,C03,C01,C13,C05,,,,,,,,,,,
001002-00-1227,C09,C13,C12,C02,C16,,,,,,,,,,,
001002-00-1233,C09,C13,C02,C05,C12,,,,,,,,,,,
001002-00-1258,C09,C04,C02,C12,C13,C01,C05,,,,,,,,,
001002-00-1265,C09,C01,C12,C13,,,,,,,,,,,,
001002-00-1281,C09,C02,C05,C06,C01,C13,,,,,,,,,,
001002-00-1294,C09,C02,C06,C12,,,,,,,,,,,,
001002-00-1303,C09,C06,C16,,,,,,,,,,,,,
001002-00-1316,C09,C07,,,,,,,,,,,,,,
001002-00-1324,C09,C02,C16,,,,,,,,,,,,,
001002-00-1340,C09,C01,,,,,,,,,,,,,,
000602-00-0039,C09,C01,C13,,,,,,,,,,,,,
000602-00-0066,C09,C13,C15,C11,,,,,,,,,,,,
000602-00-0099,C09,C01,C15,C12,C06,C11,C02,,,,,,,,,
000602-00-0116,C09,C02,C01,C12,C13,C16,C04,C11,C10,C07,C08,,,,,
000602-00-0122,C09,C03,,,,,,,,,,,,,,
000602-00-0161,C09,C02,C06,C05,C01,,,,,,,,,,,
000602-00-0181,C09,C01,C06,C13,C02,C12,C05,C07,C14,,,,,,,
000602-00-0236,C09,C03,,,,,,,,,,,,,,
000602-00-0320,C09,C11,C14,,,,,,,,,,,,,
000602-00-0381,C09,,,,,,,,,,,,,,,
000602-00-0455,C09,,,,,,,,,,,,,,,
000602-00-0458,C09,,,,,,,,,,,,,,,
000602-00-0463,C09,C10,C12,C13,C14,C15,C16,C01,C02,C03,C04,C05,C06,C07,C08,C11
000602-00-0476,C09,C12,C11,C01,C02,,,,,,,,,,,
000602-00-0478,C09,C11,C02,C01,,,,,,,,,,,,
000602-00-0494,C09,C05,C04,C12,C01,C02,C13,C16,,,,,,,,
000602-00-0507,C09,C01,C16,C02,C14,C12,,,,,,,,,,
000602-00-0514,C09,C01,C16,C05,C15,C12,C13,C06,C14,C10,C08,C07,C11,C02,C04,C03
000602-00-0540,C09,C05,C11,C01,,,,,,,,,,,,
000602-00-0552,C09,C12,C01,C02,C16,,,,,,,,,,,
000602-00-0553,C09,C02,C13,C01,,,,,,,,,,,,
000602-00-0571,C09,C11,C12,C13,C01,C02,,,,,,,,,,
000602-00-0591,C09,C02,C11,C01,C13,C12,,,,,,,,,,
000602-00-0602,C09,C14,C15,C01,C02,C11,C06,C13,C03,C12,,,,,,
000602-00-0633,C09,C12,C13,C01,C04,C02,C05,,,,,,,,,
000301-00-0013,C09,,,,,,,,,,,,,,,
000301-00-0093,C09,C13,C11,C01,,,,,,,,,,,,
000301-00-0103,C09,C11,C13,C14,C15,C01,C02,C03,C05,C07,,,,,,
000301-00-0210,C09,C01,C13,C12,C15,C11,C16,C14,C04,,,,,,,
000301-00-0406,C09,C07,C06,C11,C03,,,,,,,,,,,
000301-00-0450,C09,C13,C05,C12,C01,C02,,,,,,,,,,
000301-00-0605,C09,C02,C14,C13,C06,C12,C15,C16,,,,,,,,
000301-00-0625,C09,C06,C05,C15,,,,,,,,,,,,
000301-00-0005,C09,C02,C01,C13,C15,C05,C12,WI0,,,,,,,,
000901-00-0018,C09,C01,C02,C08,C12,C13,C03,C04,C05,,,,,,,
000901-00-0034,C09,C01,C02,C06,,,,,,,,,,,,
000901-00-0040,C09,C01,C02,,,,,,,,,,,,,
000901-00-0082,C09,C12,C16,C01,,,,,,,,,,,,
000901-00-0085,C09,C06,C12,C01,C02,,,,,,,,,,,
000901-00-0113,C09,C06,C02,C05,,,,,,,,,,,,
000901-00-0130,C09,C01,C02,,,,,,,,,,,,,
000901-00-0144,C09,C07,C06,C02,C11,C13,C12,C01,C05,C04,,,,,,
000901-00-0204,C09,C06,C12,,,,,,,,,,,,,
000901-00-0206,C09,C01,C02,,,,,,,,,,,,,
000901-00-0212,C09,C11,C02,C06,,,,,,,,,,,,
000901-00-0217,C09,C01,C12,C15,,,,,,,,,,,,
000901-00-0254,C09,C13,C16,C12,C02,C15,,,,,,,,,,
000901-00-0270,C09,C01,C06,C11,,,,,,,,,,,,
000901-00-0277,C09,C11,C02,C01,C06,,,,,,,,,,,
000901-00-0284,C09,C06,C12,C01,C13,C16,C04,C15,C14,,,,,,,
000901-00-0287,C09,C05,C01,C13,,,,,,,,,,,,
000901-00-0321,C09,C13,C02,C12,,,,,,,,,,,,
000901-00-0345,C09,,,,,,,,,,,,,,,
000901-00-0366,C09,C06,,,,,,,,,,,,,,
000901-00-0373,C09,C06,C13,C12,,,,,,,,,,,,
000901-00-0378,C09,C01,C05,C15,C13,C12,C16,C11,,,,,,,,
000901-00-0388,C09,C16,C13,C01,C12,,,,,,,,,,,
000901-00-0395,C09,C13,C12,C06,C02,,,,,,,,,,,
000901-00-0427,C09,C04,C02,,,,,,,,,,,,,
000901-00-0432,C09,C01,C05,C15,C13,C12,C16,C04,,,,,,,,
000901-00-0439,C09,C06,C12,C01,,,,,,,,,,,,
000901-00-0449,C09,C03,C16,C06,,,,,,,,,,,,
000901-00-0469,C09,C11,C06,C02,C03,C10,C13,C01,,,,,,,,
000901-00-0473,C09,C01,C03,C15,C12,C06,,,,,,,,,,
000901-00-0478,C09,C11,C04,C03,C02,C01,,,,,,,,,,
000901-00-0480,C09,C01,C13,C12,C06,C04,C02,C03,,,,,,,,
000901-00-0492,C09,C01,C11,C02,C16,C06,C14,C10,C03,C13,C15,C04,C05,C07,C08,C12
000901-00-0504,C09,,,,,,,,,,,,,,,
000901-00-0505,C09,,,,,,,,,,,,,,,
000901-00-0522,C09,C06,C13,C12,,,,,,,,,,,,
000901-00-0565,C09,C02,C01,C10,C11,C12,C13,,,,,,,,,
000901-00-0575,C09,C12,C01,C13,C05,C06,C16,,,,,,,,,
000901-00-0578,C09,C12,C01,C06,C13,C05,C16,,,,,,,,,
000901-00-0581,C09,C01,C13,,,,,,,,,,,,,
000901-00-0584,C09,C02,C13,,,,,,,,,,,,,
000901-00-0585,C09,C16,C05,C01,C06,,,,,,,,,,,
000901-00-0588,C09,C16,C05,C01,C06,,,,,,,,,,,
000901-00-0594,C09,C03,C12,,,,,,,,,,,,,
000901-00-0601,C09,C03,,,,,,,,,,,,,,
000901-00-0622,C09,C12,C01,C06,,,,,,,,,,,,
000901-00-0627,C09,,,,,,,,,,,,,,,
000901-00-0635,C09,C11,C14,,,,,,,,,,,,,
000901-00-0655,C09,C06,C15,C01,C11,C13,C05,C03,,,,,,,,
000901-00-0663,C09,C06,C01,C12,,,,,,,,,,,,
000901-00-0672,C09,C04,C01,,,,,,,,,,,,,
000901-00-0674,C09,C02,C03,C13,C01,C04,,,,,,,,,,
000901-00-0810,C09,C06,,,,,,,,,,,,,,
000901-00-0816,C09,C01,C12,C11,C05,,,,,,,,,,,
000901-00-0837,C09,C01,C02,C12,C05,C13,C06,,,,,,,,,
000901-00-0858,C09,C03,C11,C12,C05,,,,,,,,,,,
000901-00-0892,C09,C06,C12,C01,C02,,,,,,,,,,,
000901-00-0907,C09,C01,,,,,,,,,,,,,,
000901-00-0941,C09,C01,C02,,,,,,,,,,,,,
000901-00-0945,C09,C02,C13,C05,C01,C16,C12,C04,C06,,,,,,,
000901-00-0947,C09,C06,C03,C01,C11,C12,,,,,,,,,,
000901-00-0988,C09,C02,C03,C06,C14,C13,C11,C12,C01,,,,,,,
000901-00-0994,C09,C01,C16,C12,C04,C06,,,,,,,,,,
000901-00-1010,C09,C13,C02,C01,C06,,,,,,,,,,,
000901-00-1017,C09,C12,C13,C01,C03,C05,C08,C11,C16,,,,,,,
000901-00-1021,C09,C05,C01,C13,C11,,,,,,,,,,,
000901-00-1048,C09,C06,C02,,,,,,,,,,,,,
000901-00-1081,C09,C01,C06,C02,,,,,,,,,,,,
000901-00-1084,C09,C04,C01,C06,C02,C11,C13,,,,,,,,,
000901-00-1099,C09,C06,C01,,,,,,,,,,,,,
000901-00-1105,C09,C05,C03,,,,,,,,,,,,,
000901-00-1119,C09,C16,,,,,,,,,,,,,,
000901-00-1150,C09,C01,C15,,,,,,,,,,,,,
000901-00-1159,C09,C12,C01,,,,,,,,,,,,,
000901-00-1192,C09,C12,C01,,,,,,,,,,,,,
000901-00-1203,C09,C01,C14,C12,C06,C03,C02,C10,,,,,,,,
000901-00-1233,C09,C01,C12,C13,,,,,,,,,,,,
000901-00-1235,C09,C01,C02,C12,C13,,,,,,,,,,,
000901-00-1244,C09,C06,,,,,,,,,,,,,,
000901-00-1251,C09,C11,C16,C15,C12,,,,,,,,,,,
000901-00-1255,C09,C12,C16,C01,C13,C02,,,,,,,,,,
000901-00-1271,C09,C06,C02,C03,C11,,,,,,,,,,,
000901-00-1291,C09,C01,C06,,,,,,,,,,,,,
000901-00-1332,C09,C16,C02,C01,C05,C12,C04,C13,,,,,,,,
000901-00-1338,C09,C06,C03,C01,,,,,,,,,,,,
000901-00-1376,C09,C06,,,,,,,,,,,,,,
000901-00-1387,C09,,,,,,,,,,,,,,,
000503-00-0891,C01,C09,C06,C05,C04,C11,C12,C02,,,,,,,,
000502-00-0091,C01,C09,C11,C03,C12,,,,,,,,,,,
000502-00-0216,C01,C09,C16,C06,,,,,,,,,,,,
000502-00-0384,C01,C09,C13,C15,,,,,,,,,,,,
000502-00-0462,C01,C09,C03,C15,C11,C13,,,,,,,,,,
000502-00-0729,C01,C09,C13,C12,,,,,,,,,,,,
000502-00-0812,C01,C09,C13,C12,C02,,,,,,,,,,,
000802-00-0126,C01,C09,,,,,,,,,,,,,,
000802-00-0348,C01,C09,C06,C13,C05,C04,C12,C11,,,,,,,,
000101-00-0418,C01,C09,C13,C06,,,,,,,,,,,,
001001-00-0104,C01,C09,C06,C13,C12,C16,C02,,,,,,,,,
000903-00-0380,C01,C09,C06,C02,C10,C12,,,,,,,,,,
000903-00-0812,C01,C09,C06,,,,,,,,,,,,,
000803-00-0017,C01,C09,C05,C02,C12,C07,C16,C06,C13,C15,,,,,,
000902-00-0168,C01,C09,C06,C12,C04,C05,C13,C15,C02,,,,,,,
000801-00-0026,C01,C09,C13,C12,C02,C06,,,,,,,,,,
000501-00-0083,C01,C09,C13,C06,C05,C12,C15,C16,C14,C04,,,,,,
000501-00-0153,C01,C09,C06,C05,C15,C14,C13,C10,C11,C16,C12,C07,C04,C02,,
001103-00-0129,C01,C09,C05,,,,,,,,,,,,,
001103-00-1416,C01,C09,C06,C14,C15,C11,C13,C16,C12,C10,C08,C07,C04,C02,C05,
001101-00-0170,C01,C09,C11,,,,,,,,,,,,,
000402-00-0129,C01,C09,,,,,,,,,,,,,,
000402-00-0247,C01,C09,C13,C05,C02,C06,,,,,,,,,,
000402-00-0448,C01,C09,C13,C06,C05,C15,C12,C02,C11,,,,,,,
000401-00-0060,C01,C09,C06,C05,C02,C12,C13,,,,,,,,,
001102-00-0210,C01,C09,C12,C06,C05,C13,C11,C14,,,,,,,,
001102-00-0433,C01,C09,C11,C12,C05,C02,C13,C15,C06,,,,,,,
001102-00-0887,C01,C09,C12,C13,C06,C04,C16,,,,,,,,,
000701-00-0096,C01,C09,C02,,,,,,,,,,,,,
000701-00-0214,C01,C09,C12,C16,,,,,,,,,,,,
000701-00-0282,C01,C09,,,,,,,,,,,,,,
000701-00-0315,C01,C09,C12,C13,C05,C06,C04,C16,C11,C02,C10,C07,C03,C15,C14,C08
000701-00-0603,C01,C09,C13,C02,C12,,,,,,,,,,,
000701-00-0689,C01,C09,C13,C02,C12,,,,,,,,,,,
000701-00-0812,C01,C09,C13,C04,C15,C16,C07,,,,,,,,,
000701-00-0893,C01,C09,C02,C13,C05,C07,C16,,,,,,,,,
001002-00-0324,C01,C09,C13,C02,,,,,,,,,,,,
001002-00-0421,C01,C09,C13,C03,,,,,,,,,,,,
001002-00-1028,C01,C09,C05,C03,C12,C02,C04,,,,,,,,,
000602-00-0070,C01,C09,C02,C11,,,,,,,,,,,,
000602-00-0227,C01,C09,C15,C05,C02,,,,,,,,,,,
000602-00-0317,C01,C09,C04,C13,C12,C03,,,,,,,,,,
000301-00-0670,C01,C09,C11,,,,,,,,,,,,,
000901-00-0013,C01,C09,C05,C13,,,,,,,,,,,,
000901-00-0099,C01,C09,C06,C02,C07,C12,,,,,,,,,,
000503-00-0299,C01,C09,C13,C15,C06,C12,C16,,,,,,,,,
000303-00-0001,WI0,C09,C12,C13,C02,C01,C04,C16,C05,,,,,,,
000502-00-0921,C10,C09,C12,,,,,,,,,,,,,
000401-00-0825,C10,C01,C09,C13,C02,C05,C12,C07,C06,,,,,,,
000103-00-0090,C10,C09,C06,C07,C04,C05,C02,C01,C15,C16,C13,C11,C08,C12,C03,C14
000701-00-0808,C10,C09,C01,C02,C13,,,,,,,,,,,
000901-00-1059,C10,C09,C12,C14,C16,C04,,,,,,,,,,
000703-00-0009,C08,C09,C10,C11,C12,C13,C14,C15,C16,C01,C02,C03,C04,C05,C06,C07
000903-00-0650,C08,C01,C09,C06,C12,C04,C07,C10,C14,C16,,,,,,
000601-00-0132,C08,C09,,,,,,,,,,,,,,
001101-00-0294,C08,C09,,,,,,,,,,,,,,
000103-00-0727,C08,C09,C13,,,,,,,,,,,,,
001102-00-0758,C08,C09,C14,C15,,,,,,,,,,,,
001102-00-0883,C08,C09,C12,C02,C14,C15,C05,C06,,,,,,,,
001102-00-1426,C08,C09,C02,C11,C06,C05,,,,,,,,,,
000903-00-0279,C01,C08,C09,C06,,,,,,,,,,,,
000503-00-1046,C04,C01,C09,,,,,,,,,,,,,
000203-00-0023,C04,C01,C09,C13,C12,C14,C16,,,,,,,,,
000502-00-0345,C04,C09,C01,C05,C15,C11,C14,C13,C12,C16,C10,C06,C02,C07,,
000802-00-0036,C04,C09,C01,C06,C15,C05,C02,C11,,,,,,,,
000802-00-0781,C04,C09,C13,C02,,,,,,,,,,,,
000703-00-0013,C04,C09,C15,C03,,,,,,,,,,,,
000302-00-0496,C04,C01,C09,C15,C14,C12,C13,,,,,,,,,
001001-00-0081,C04,C09,C13,C12,C01,C05,C16,,,,,,,,,
001001-00-0150,C04,C09,C11,C15,,,,,,,,,,,,
000903-00-1105,C04,C01,C09,C13,C02,C11,C06,,,,,,,,,
000903-00-1263,C04,C09,C01,C06,C12,,,,,,,,,,,
000201-00-0037,C04,C09,C05,C02,C16,C06,,,,,,,,,,
000801-00-0008,C04,C09,C12,C01,,,,,,,,,,,,
000801-00-0010,C04,C09,C12,C01,C02,,,,,,,,,,,
000501-00-0843,C04,C09,C15,C01,,,,,,,,,,,,
000501-00-0869,C04,C01,C09,C07,C15,C06,C05,C13,C12,C14,C16,C02,C03,C11,C10,
001103-00-0900,C04,C09,C12,C11,C13,C16,C01,C02,C05,,,,,,,
000402-00-0369,C04,C09,,,,,,,,,,,,,,
000102-00-0709,C04,C09,C12,C03,C16,C10,C13,C05,,,,,,,,
000403-00-0117,C04,C09,C16,C12,C05,C02,C13,C01,,,,,,,,
000702-00-0171,C04,C09,,,,,,,,,,,,,,
000603-00-0512,C04,C09,C05,C14,C15,C11,C13,C16,C12,C06,C08,C07,C01,C02,,
001102-00-0591,C04,C01,C09,C05,C12,C06,C11,C13,C02,C07,,,,,,
001002-00-0428,C04,C09,C10,C12,C02,C05,C06,C13,C01,,,,,,,
000901-00-0179,C04,C09,C12,C01,,,,,,,,,,,,
000901-00-0694,C04,C09,C03,C07,,,,,,,,,,,,
000901-00-0854,C04,C01,C09,C02,C06,C05,C14,,,,,,,,,
000901-00-0915,C04,C09,C13,C16,C05,,,,,,,,,,,
000503-00-0230,C07,C09,C16,C01,C11,C13,,,,,,,,,,
000503-00-0655,C07,C04,C09,C06,C05,C03,C16,overvote,C11,,,,,,,
000502-00-0768,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C01,C02,C03,C04,C05,C06
001003-00-0396,C07,C09,,,,,,,,,,,,,,
001003-00-0001,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C01,C02,C03,WI0,WI0,WI0
001001-00-0978,C07,C09,C12,C04,C08,C16,C10,C05,C06,,,,,,,
000903-00-0907,C07,C08,C09,C01,C02,C03,C05,C11,C13,C14,C15,,,,,
000201-00-0437,C07,C09,C01,,,,,,,,,,,,,
000902-00-0331,C07,C09,C01,C11,C13,C15,C16,C02,C05,C06,C14,,,,,
000902-00-0478,C07,C09,,,,,,,,,,,,,,
000501-00-0142,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C01,C02,C03,C04,C05,C06
001103-00-0161,C07,C08,C09,C04,C13,C15,C16,C11,,,,,,,,
001103-00-1596,C07,C09,C05,,,,,,,,,,,,,
001101-00-0241,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C01,C02,C03,C04,C05,C06
000401-00-0579,C07,C09,C03,C14,C02,C11,,,,,,,,,,
000103-00-0541,C07,C09,C14,C05,C03,,,,,,,,,,,
000701-00-0515,C07,C01,C09,C13,C12,C02,C06,C05,C04,,,,,,,
000701-00-0593,C07,C09,C11,C01,C02,C03,C15,C14,C13,C12,C10,C08,C06,C05,C04,C16
001002-00-0706,C07,C09,C01,C06,C12,C13,C05,C15,C04,C14,C11,,,,,
000502-00-1032,C08,C07,C09,C06,C10,C05,C13,C02,C12,C11,C04,C03,C14,C01,C15,C16
001001-00-0742,C08,C07,C06,C09,C10,C11,C12,C13,C14,C15,C16,C01,C02,C03,C04,C05
000101-00-0683,C04,C07,C09,C13,C16,,,,,,,,,,,
000103-00-0015,overvote,overvote,overvote,C04,C07,C06,C08,C09,C10,C11,,,,,,
000503-00-0759,C03,C09,C14,C01,C02,C16,C15,C05,C13,,,,,,,
000802-00-0205,C03,C01,C15,C09,,,,,,,,,,,,
000802-00-0527,C03,C09,C06,C12,,,,,,,,,,,,
000302-00-0546,C03,C09,C11,C02,C15,,,,,,,,,,,
001003-00-0025,C03,C09,C11,C13,C15,,,,,,,,,,,
001003-00-0217,C03,C06,C09,C11,C13,C14,C15,,,,,,,,,
001003-00-0234,C03,C15,C09,,,,,,,,,,,,,
001003-00-0351,C03,C09,C06,C05,C02,C15,,,,,,,,,,
001003-00-0353,C03,C09,C02,C14,C15,C05,,,,,,,,,,
001003-00-0503,C03,C06,C09,C08,C14,C15,C04,C02,C05,C07,C10,C12,C11,C16,C01,C13
001001-00-0341,C03,C06,C15,C09,C14,C11,C08,C02,C01,,,,,,,
000903-00-0009,C03,C06,C09,C12,,,,,,,,,,,,
000903-00-0110,C03,C09,C07,C12,C15,C16,C01,C11,C02,C06,,,,,,
000903-00-0205,C03,C06,C09,,,,,,,,,,,,,
000903-00-0825,C03,C06,C09,C01,,,,,,,,,,,,
000801-00-0056,C03,C09,C13,C15,C01,C02,C05,C06,C08,C10,C12,C14,C16,C04,C07,C11
000801-00-0118,C03,C09,,,,,,,,,,,,,,
000801-00-0119,C03,C09,,,,,,,,,,,,,,
000801-00-0387,C03,C09,C05,C14,C02,C06,C13,C15,,,,,,,,
001103-00-0768,C03,C09,C01,C13,,,,,,,,,,,,
001101-00-0161,C03,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C01,C04,,
001101-00-0386,C03,C09,C13,C05,C15,C11,C01,C02,C04,C07,C08,C10,C12,C14,C16,
000603-00-0764,C03,C06,C09,C01,C02,C15,C12,C11,C13,,,,,,,
000603-00-0815,C03,C09,C11,C13,C15,C07,,,,,,,,,,
001102-00-1031,C03,C07,C09,,,,,,,,,,,,,
001102-00-1349,C03,C09,C11,C13,C15,C01,C02,C05,C06,C08,,,,,,
000701-00-0364,C03,C09,C02,C04,C05,C15,C13,C12,C11,C01,C06,C08,C10,C14,C16,C07
000701-00-0487,C03,C09,C06,C02,C05,C11,C13,C15,C16,C01,C04,C14,C07,C10,C12,C08
000701-00-0800,C03,C09,C01,C13,,,,,,,,,,,,
001002-00-0881,C03,C06,C01,C15,C11,C09,C08,,,,,,,,,
001002-00-1330,C03,C11,C09,C04,C06,,,,,,,,,,,
000602-00-0102,C03,C15,C11,C09,C13,C01,C02,C05,C06,C04,C16,C14,C12,C10,C07,C08
000602-00-0341,C03,C15,C09,C06,C13,C02,,,,,,,,,,
000301-00-0403,C03,C06,C09,C10,,,,,,,,,,,,
000901-00-1310,C03,C01,C07,C09,,,,,,,,,,,,
000503-00-0526,C16,C09,C05,C01,C13,,,,,,,,,,,
000503-00-0611,C16,C01,C09,C02,C12,C05,,,,,,,,,,
000503-00-0801,C16,C01,C09,C12,C15,C02,C04,,,,,,,,,
000503-00-0897,C16,C06,C09,C07,C15,C13,,,,,,,,,,
000502-00-0015,C16,C06,C09,,,,,,,,,,,,,
000502-00-0031,C16,C09,C06,C13,C01,,,,,,,,,,,
000502-00-0133,C16,C01,C06,C07,C09,C10,C04,C02,,,,,,,,
000502-00-0186,C16,C01,C09,C12,C06,C11,C04,C14,C07,C02,C13,C15,C05,C08,C10,
000502-00-0618,C16,C01,C09,C12,C06,C11,C04,C14,C07,C02,C15,C13,C05,C08,C10,
000502-00-0836,C16,C07,C09,C11,C05,C04,C03,C13,C15,,,,,,,
000502-00-0938,C16,C09,C01,C05,,,,,,,,,,,,
000802-00-0511,C16,C11,C09,C06,C15,C13,C02,,,,,,,,,
000802-00-0630,C16,C11,C09,,,,,,,,,,,,,
000802-00-0002,C16,C09,WI0,,,,,,,,,,,,,
000101-00-0675,C16,C09,C01,,,,,,,,,,,,,
000703-00-0043,C16,C15,C09,C10,C11,C05,C13,C04,,,,,,,,
001003-00-0019,C16,C09,C06,C13,C02,C01,C05,C15,C07,,,,,,,
001003-00-0211,C16,C09,C02,C05,C13,C01,C12,C04,C11,,,,,,,
001003-00-0388,C16,C06,C09,C02,C11,,,,,,,,,,,
001003-00-0454,C16,C09,C11,,,,,,,,,,,,,
001003-00-0558,C16,C04,C09,C11,C13,C15,C01,,,,,,,,,
001003-00-0655,C16,C03,C09,,,,,,,,,,,,,
001003-00-0762,C16,C09,C12,C06,C03,C11,C05,,,,,,,,,
001003-00-0787,C16,C09,C05,C07,C06,C15,C14,C13,,,,,,,,
001001-00-0187,C16,C09,C08,C05,C11,C03,,,,,,,,,,
001001-00-0412,C16,C09,C11,C02,,,,,,,,,,,,
000903-00-0218,C16,C09,C11,C03,C02,C01,C13,,,,,,,,,
000903-00-1221,C16,C09,C01,C02,C13,,,,,,,,,,,
000903-00-1266,C16,C09,C01,C13,C06,C03,C02,,,,,,,,,
000303-00-0127,C16,C09,C13,C01,C12,C06,C04,C11,,,,,,,,
000303-00-0442,C16,C09,C05,C02,C01,C13,C06,,,,,,,,,
000201-00-0191,C16,C09,C12,C13,,,,,,,,,,,,
000201-00-0434,C16,C09,C13,C12,,,,,,,,,,,,
000601-00-0083,C16,C09,C13,C01,C02,,,,,,,,,,,
000601-00-0668,C16,C07,C09,C13,C15,C01,C06,,,,,,,,,
000601-00-0835,C16,C04,C09,,,,,,,,,,,,,
000902-00-0021,C16,C09,C02,C03,C06,C07,,,,,,,,,,
000902-00-0041,C16,C09,C01,C13,C12,,,,,,,,,,,
000902-00-0047,C16,C09,C12,,,,,,,,,,,,,
000902-00-0669,C16,C03,C06,C09,C05,C12,,,,,,,,,,
000902-00-0784,C16,C09,C02,C06,C01,C12,C13,,,,,,,,,
000902-00-1136,C16,C09,C02,C12,C06,C01,,,,,,,,,,
000902-00-1250,C16,C01,C09,C12,C02,C03,,,,,,,,,,
000801-00-0150,C16,C09,C01,C02,C12,C13,,,,,,,,,,
000501-00-0070,C16,C09,C01,,,,,,,,,,,,,
000501-00-0286,C16,C11,C06,C07,C08,C09,C10,C12,C13,C14,C15,C01,C02,C03,C05,
000501-00-0785,C16,C09,C12,,,,,,,,,,,,,
001103-00-0860,C16,C09,C01,C12,C02,C13,C05,,,,,,,,,
000702-00-0230,C16,C09,,,,,,,,,,,,,,
000603-00-0197,C16,C03,C09,,,,,,,,,,,,,
000603-00-0301,C16,C09,C04,,,,,,,,,,,,,
000603-00-0612,C16,C09,C13,C02,,,,,,,,,,,,
001102-00-0922,C16,C03,C09,C08,C14,,,,,,,,,,,
001102-00-0948,C16,C09,C05,C12,C13,C02,,,,,,,,,,
001102-00-1210,C16,C09,C01,C02,C11,C13,C03,,,,,,,,,
001102-00-1223,C16,C03,C07,C08,C09,C12,C11,C13,C14,C15,C01,C02,C05,C04,C06,C10
000701-00-0336,C16,C09,C01,,,,,,,,,,,,,
000503-00-0003,C11,C07,C15,C16,C01,C02,C03,C04,C05,C06,C08,C09,C10,C12,C13,
000503-00-0031,C11,C05,,,,,,,,,,,,,,
000503-00-0071,C11,C01,C13,,,,,,,,,,,,,
000503-00-0108,C11,C01,C13,C16,C12,,,,,,,,,,,
000503-00-0153,C11,C15,C02,C12,C09,,,,,,,,,,,
000503-00-0244,C11,C13,C14,C15,C16,C01,,,,,,,,,,
000503-00-0246,C11,C01,C13,C12,,,,,,,,,,,,
000503-00-0273,C11,C16,,,,,,,,,,,,,,
000503-00-0324,C11,C13,,,,,,,,,,,,,,
000503-00-0328,C11,C13,C02,C01,,,,,,,,,,,,
000503-00-0363,C11,C06,,,,,,,,,,,,,,
000503-00-0516,C11,C13,C09,C04,C16,C08,,,,,,,,,,
000503-00-0548,C11,C13,C03,C14,C16,C07,C06,C01,C05,C02,C15,,,,,
000503-00-0574,C11,C06,C03,C15,C01,,,,,,,,,,,
000503-00-0620,C11,C13,C01,C02,C07,C15,C14,C03,,,,,,,,
000503-00-0633,C11,C13,C04,C02,C06,C07,C01,C16,C14,C12,C10,C08,C05,C03,C09,C15
000503-00-0641,C11,C01,C06,,,,,,,,,,,,,
000503-00-0679,C11,C12,C15,,,,,,,,,,,,,
000503-00-0699,C11,C13,C12,,,,,,,,,,,,,
000503-00-0734,C11,C01,,,,,,,,,,,,,,
000503-00-0769,C11,C07,C09,C16,C14,C13,C02,C01,,,,,,,,
000503-00-0777,C11,C01,C14,C06,,,,,,,,,,,,
000503-00-0807,C11,C01,C02,C13,,,,,,,,,,,,
000503-00-0823,C11,C01,C02,C09,C06,C15,C03,C05,C13,C14,C10,C16,C04,C07,C12,C08
000503-00-0879,C11,C13,C02,C14,C07,C01,C06,C03,C09,C15,C05,C12,C10,C04,C16,C08
000503-00-0882,C11,C07,C13,C01,C02,C12,C14,C03,,,,,,,,
000503-00-0898,C11,C03,C01,,,,,,,,,,,,,
000503-00-0996,C11,C05,C01,,,,,,,,,,,,,
000503-00-1032,C11,C15,C03,C04,C05,C12,C09,C13,,,,,,,,
000503-00-1058,C11,C16,C13,C15,,,,,,,,,,,,
000203-00-0004,C11,C13,C06,C16,,,,,,,,,,,,
